@relation posture

@attribute tweet String
@attribute class {Anti-Roseanne,Pro-Roseanne,UncNeut}

@data
" justjanedoee mitch_won vertigo7804 duckduckloose BattleChaplain soonerrick DeannaSader Lani6400 therealroseanne Ok dude.",UncNeut
" thebigotbasher BJSquirrel BEyedWoman bigbool1 pepperjamman1 PuddnHaid media_auntie Ruetheday852 MM4Cancer... https://t.co/QIByVVPs10",UncNeut
" sobrien113 therealroseanne Picked up by Fox tv",UncNeut
"ABC Entertainment cancels Roseanne Barr's show https://t.co/o5FwThvU3P",UncNeut
"TommyRobinson",UncNeut
" Purrcival1 Luvvie therealroseanne But Nobama is ok? Nah... he's Cheeto Satan.",UncNeut
"Roseanne",UncNeut
"Its quite interesting to note that Roseanne Barr's comments may be in 'bad taste,' But, if a comment about gay or l... https://t.co/uEbd4sx8V4",UncNeut
"Roseanne' Cancelled By ABC After Barr's Racist Tweet https://t.co/pwMKJcP1u7",UncNeut
" Gavin_McInnes therealroseanne I think we're all going to say that Roseanne doesn't have the cred to pull off raci... https://t.co/rzTqaomq0l",UncNeut
" Shastina_Eloff therealroseanne I would but then I would have to listen to you",UncNeut
"Rao",UncNeut
"roseanne",UncNeut
" F_Desouche FrDesouche La s rie am ricaine Roseanne annul e par la cha ne ABC apr s un tweet 'raciste' de l'actric... https://t.co/GgVmT2buBF",UncNeut
"https://t.co/dJLWcO6vlB Isn't this the same person who attacked anyone who dared criticize the Israeli government b... https://t.co/FuxVSZzJ9B",UncNeut
"Roseanne",UncNeut
" therealroseanne You are a vile person! A disgrace to women!!",Anti-Roseanne
"Roseanne",UncNeut
" Risesellie1 JPupkies CNN therealroseanne FBI agent goes after Jim Comey! https://t.co/RL1KwXDjRQ",UncNeut
" aedwardslevy Canceled! Roseanne show is a Conner.",UncNeut
"Roseanne got another chance at the boring show, but only managed to show that she fukka sukka dick",Anti-Roseanne
"Regarding the abhorrent Roseanne issue, I hope it was Channing Dungey, ABC Entertainment Group president and not Wa... https://t.co/9pRvtbK4Jk",UncNeut
"The revival of the iconic family series was a huge success despite Roseanne's regular outspoken support of Presiden... https://t.co/Ji2R1aJIKA",UncNeut
"Time to Celebrate! Roseanne is out. PLEASE let The View be next!",Anti-Roseanne
" REALBASEDBLONDE ABC therealroseanne How can you insult her??",UncNeut
"RoseanneTheRacist",Anti-Roseanne
"roseanne",UncNeut
"Roseanne",UncNeut
"Roseanne",UncNeut
" michcoll Of course you guys know her much better than we do over here. I was going to watch the Roseanne comeback... https://t.co/aJOqcsksxV",UncNeut
" TC_resistance therealroseanne What a pos... TC",UncNeut
"With Roseanne losing her gig on ABC and becoming Hollywood's persona non grata, look for her to find new success st... https://t.co/GyNN4Dllvp",UncNeut
"Roseanne 'barred' from ABC after racist tweet... https://t.co/9gIx1ZJ5cm",UncNeut
" SchultzJan57 mitchellreports JoyAnnReid https://t.co/jPbksPTaFV",UncNeut
"Hope someone comes up with the hot take 'Roseanne Barred' soon because I'm dying to see someone tweet it so I can LOL.",UncNeut
" MedCannabis101 beaudyk Sports_Politic AlanJohnLondon AP therealroseanne Show had three main producers doing h... https://t.co/7dMRlNSQOZ",UncNeut
" soonerrick BethB1213 therealroseanne ABCNetwork https://t.co/XxwqYsDwMC Lol",UncNeut
"Roseanne",UncNeut
" TrumpsTime1 therealroseanne Racism and hate is all Trump has...  ABC did the right thing.",Anti-Roseanne
" therealroseanne  I'm so happy you are officially gone from show business. Many thanks to ABC and Disney. You're... https://t.co/SXYt7OlPS5",Anti-Roseanne
" therealroseanne go f#&amp;k yourself, you racist, 'has been', hateful floozie...I hope you went out and bought a few m... https://t.co/1rg3PXyOpu",Anti-Roseanne
" MarkDice FOXTV If FOX has a line up of Last Man Standing followed by Roseanne it would be the biggest ratings night on TV",UncNeut
"https://t.co/VPrPkPfTbQ",UncNeut
" therealroseanne Not to me Sweet lady! They've screwed us by canceling your show now!??? Fuk those people, LEFTIS... https://t.co/toEyEf3vTL",Pro-Roseanne
"FUCKING BINGO!!!RT HaroldBingo: dont praise ABC, all they did was cover their backsides. its not like they were bl... https://t.co/xxsBp7uL4c",UncNeut
"Roseanne",UncNeut
"SupportRoseabbeBarr",Pro-Roseanne
"That sound you hear is the NYT columnists tripping over themselves to be the first to publish an op-ed defending Ro... https://t.co/ms6gBUHN7L",UncNeut
" ABC  Regarding Rosanne As they say you can take Roseanne out of the trash but you can't take The trash out of Ros... https://t.co/BpXhHkS6Bj",Anti-Roseanne
" zoesaldana therealroseanne ABCNetwork RoseanneOnABC Does this person ever get something for you?",UncNeut
"Can you remember a time when Roseanne Barr wasn't a huge piece of shit? Cause I can't.",Anti-Roseanne
" JanJame43208314 0htheguilt therealroseanne its okay if you all spread hate; but I think ABC and all are racist -... https://t.co/eE8PtQ16yV",UncNeut
" therealroseanne Please don't leave twitter.. where will we all get our laughs if not at the expense of an abusive... https://t.co/wDkhRm7xcV",Anti-Roseanne
"I don't feel sorry for therealroseanne she deserved to be fired for being a racist pig. I feel sorry for everyone... https://t.co/memMykFprK",Anti-Roseanne
" therealroseanne You ruined my life!!!",Anti-Roseanne
"haha get fucked nerds https://t.co/Jky6OFfSqd",UncNeut
"Roseanne",UncNeut
" therealroseanne Don't leave, don't apologize!",Pro-Roseanne
"Roseanne",UncNeut
" ABC time to take Roseanne Barr off TV. Stop being tone deaf. She has crossed a line that should never be crossed.... https://t.co/1E1kUdLn2e",Anti-Roseanne
"One of the hardest things about loving all people is accepting the harsh reality that not everyone loves you back.... https://t.co/yT6nl2Bzdw",UncNeut
" THEsaragilbert Roseanne caused you to lose your job because of her racist ways. My mom used to say, 'Be careful who your friends are.'",Anti-Roseanne
" have_some_salt Juliess31 CarmineSabia therealroseanne I think the lesson here is that celebrities don't underst... https://t.co/eEdmqj13lp",UncNeut
"ABC drops Roseanne show after racist tweet - https://t.co/lEB7kEDhs3",UncNeut
" TheTweetOfGod realDonaldTrump therealroseanne",UncNeut
"Roseanne",UncNeut
" CillizzaCNN lucky. I wanna get roasted by roseanne",UncNeut
" WorldOfWard RealAlexJones therealroseanne WE HAVE PROVEN HIGH TREASON CRIMINAL FRAUD CONGRESS/SENATE/PRESIDENTS.... https://t.co/3JzTAdTgxA",UncNeut
" bapartofmylife therealroseanne Lindapearl2 BarbieBee63 smidgean DanWall75723618 Sassafras_Knob savtah8 Your... https://t.co/QIsOBYqIyu",UncNeut
" NaplesAlleycat nysports1975 EdKrassen therealroseanne Whatever that means in the Universe. This is just a back... https://t.co/Ayg3jHqyOS",UncNeut
" JesseKellyDC I never saw the Roseanne reboot. I will note, however, that Disney-owned ESPN rehired Keith 'Trump Na... https://t.co/EwSiV8v3OJ",UncNeut
"Guess the joke is on you huh??  therealroseanne",Anti-Roseanne
"Roseanne",UncNeut
" therealroseanne how does it feel knowing that you're the reason why your show was cancelled because of your stupid... https://t.co/KSHEAk4UPz",Anti-Roseanne
" therealroseanne ChelseaClinton OpenSociety Thank you, Roseanne! You rock!!!",Pro-Roseanne
" RebeccaDante michaelnorth Brookssista1 therealroseanne Disney nbc That's why once one posts the correct tweet... https://t.co/mR7RFlJpMp",UncNeut
"ABC cancels Roseanne following abhorrent, repugnant comment from Roseanne Barr - Vox https://t.co/EVOKc2ZO35",UncNeut
"Roseanne' Canceled by ABC After Roseanne Barr's 'Repugnant' Comments, Network President Says https://t.co/HN20nwwv9k",UncNeut
"Roseanne' Canceled. Stunning. The age of twitter. https://t.co/CM6I8OWZ8D",UncNeut
" brooklyn3r alyciacooper jodikantor ValerieJarrett therealroseanne ABCNetwork I didn't say it was but neither... https://t.co/5pCLkgpoiz",UncNeut
" KaysenHarlow ABCNetwork therealroseanne She sure was known for that but I did watch the show back in the day, an... https://t.co/Gagjbiy3gh",UncNeut
" kwickymartkidd RealAlexJones therealroseanne 'God-fearing'",UncNeut
" therealroseanne Bye Roseanne",Anti-Roseanne
" carrieksada_ RWSalt USAHotLips ABC therealroseanne ArizonaKayte KatTheHammer1 kwilli1046 DonnaWR8... https://t.co/Bb3hJP8NN5",UncNeut
" ABCNetwork won't be watching your network period. You've been looking to cancel this therealroseanne show from th... https://t.co/LEjHhHUgtM",Pro-Roseanne
" soonerrick debralynnsmith3 therealroseanne Christian? What a liar.",UncNeut
"BREAKING: ABC cancels Roseanne after 'abhorrent, repugnant' tweet https://t.co/fALwq9v5Mh via twitchyteam",UncNeut
"Roseanne",UncNeut
"Roseanne trashing her beloved brand so she could expose herself as the racist she's been all along is the story of... https://t.co/UOHjf6PvsT",Anti-Roseanne
" arcandost RobinDaniels3 therealroseanne ChelseaClinton OpenSociety young and uneducated trump humpers don't ha... https://t.co/HoajjnpRzl",UncNeut
" therealroseanne stronger then ever before.",Pro-Roseanne
"That was before I had even seen the Valerie Jarrett tweet. I imagine Roseanne is having a really bad day. Rarely ha... https://t.co/9K6zDXSz6K",UncNeut
"When Roseanne got too comfortable after seeing her viewership score she went in hard on the racism. Shame to all th... https://t.co/XXtHOU6ndW",Anti-Roseanne
"You know it's bad when FOXTV is condemning therealroseanne you know you're in trouble deep.",Anti-Roseanne
" therealroseanne The left are a bunch of hypocritical snowflakes. You keep doing your thing therealroseanne. We al... https://t.co/ox3UaurmQ7",Pro-Roseanne
" therealroseanne You are not sorry for your words, let's be clear. You are sorry for the CONSEQUENCES of your actio... https://t.co/TjN7dQ81k3",Anti-Roseanne
" therealroseanne How many hard-working people just lost their jobs because of your racistism? That tweet had nothin... https://t.co/KU5QPHPa0m",Anti-Roseanne
" therealroseanne Too little too late you racist pig. Many of us already knew you are trash but thanks for shedding... https://t.co/cGS0poDuyI",Anti-Roseanne
" therealroseanne Not accepted , show canceled , You are now irrelevant , buh-bye now !",Anti-Roseanne
"HA HA HA therealroseanne's stupid racist ass got herself FIRED.  FUCK ROSEANNE and FUCK her cheesy show. GOOD RIDDANCE!!",Anti-Roseanne
"ABC abruptly canceled 'Roseanne' after the show's star, Roseanne Barr, made a controversial tweet.  https://t.co/86ZjMj5dQJ",UncNeut
" jenny_aten therealroseanne Jenny please continue taking your antidepressants and maybe try a handful next time",UncNeut
"New post (Celebrities slam Roseanne Barr: 'Should be fired') has been published on Celeb Central -... https://t.co/MiYvQdFhDc",UncNeut
" KurtSchlichter therealroseanne Didn't he?",UncNeut
" AprilDRyan I feel sorry for the collateral damage, the rest of the full cast and the sponsors. You really suck... https://t.co/CGJid3FN3o",Anti-Roseanne
" harjo111 Alisand3 OliverMcGee ABC therealroseanne I'm with you!",Pro-Roseanne
" RogueFirstLady Would never work for a Trump not a Roseanne.",UncNeut
"Roseanne did this to her self, how are you going to say something racist about black people when the Woman who pays... https://t.co/x3t4UPI2T1",Anti-Roseanne
"Thanks therealroseanne for being such a shitty person. DisneyStudios don't play!!!!",Anti-Roseanne
" therealroseanne's tweets never escalated. She was this racist last year and the year before last. She's always bee... https://t.co/PzLPwLjDbI",Anti-Roseanne
"Roseanne",UncNeut
"Roseanne' Canceled By ABC After Racist Tweets https://t.co/qPQhKrl83W via deadline",UncNeut
" TheFive I know you will be talkin about Roseanne ad nauseaum but what Americans need 2 know about is this Tommy Ro... https://t.co/6C4P2SSpkx",UncNeut
" shoegoddesss niffer1283 DonCheadle RoseanneOnABC therealroseanne What the hell are you talking about. Liberal,... https://t.co/36KBKHPmVg",UncNeut
"Dis",UncNeut
"I fux with the original Roseanne show but I wonder how much racist shit was said in the original run of the show lo... https://t.co/EqKfDgOaSP",UncNeut
" HamillHimself THR Let's see if cast follows or do they want to join the birther therealroseanne club...their cho... https://t.co/4sq6zVPHwX",UncNeut
" DailyMirror For the record I said the same thing about watching therealroseanne",UncNeut
" creolecajun therealroseanne I refused to support that ravist pogs show in the 1st place",Anti-Roseanne
" therealroseanne Such sincerity...... not.",UncNeut
"looks like the Devil loves your show. too bad ABC doesn't. ciao Roseanne Barrf therealroseanne https://t.co/5qH8Refnm3",Anti-Roseanne
" therealroseanne Leave twitter, you lost your show. Maybe your man realDonaldTrump can get you a job at the WH.",Anti-Roseanne
" therealroseanne https://t.co/796ysmfN6U",UncNeut
"everyonestalking",UncNeut
" clint4usa FoxNews JessicaTarlov therealroseanne Same here, as well as that blonde and the 2 bald guys. Always t... https://t.co/E7Yt0hnwS9",UncNeut
"ABC Cancels 'Roseanne' Reboot After Barr's Tweet About Obama Aide NBCPhiladelphia https://t.co/dBVPAevrPR",UncNeut
"roseanne",UncNeut
" NewWestSandy ParksideGal ABCNetwork therealroseanne Obviously they didn't.",UncNeut
"Roseanne' is canceled after star's racist tweet Thank goodness! https://t.co/DkP5fJJFPH",Anti-Roseanne
" therealroseanne Bye bitch!!!",Anti-Roseanne
" therealroseanne Leave the planet.",Anti-Roseanne
"WTH Is A Roseanne...Weak Ass Show.",Anti-Roseanne
"Roseanne Barr let her mouth kick her ass. She'll get through it, not the end of the world. Gotta say what you mean... https://t.co/yXXOtmgLj9",UncNeut
" therealroseanne Joke is on you now!",Anti-Roseanne
"Roseanne",UncNeut
" Stonekettle I agree with you. I never liked Roseanne, either. Watched a few episodes to see what it was about, but... https://t.co/a3mMOcMKhe",Anti-Roseanne
"ABC cancels 'Roseanne' after show's star compared Obama adviser to 'ape' https://t.co/sLHdOgcAQj via nbcnews",UncNeut
" therealroseanne Don't apologize for comedy.",Pro-Roseanne
" lisaw4life adi_georgescu chefjay55 TwitterMoments But I bet Fox picks up Roseanne - not thar it makes it right... https://t.co/s8DuPL3lov",UncNeut
"ABC cancels 'Roseanne' following Roseanne Barr's racist tweet targeting Obama adviser https://t.co/FX4AdMXMZQ",UncNeut
" therealroseanne https://t.co/YGKyhNJ7qe",UncNeut
" therealroseanne Shut up bitch! Just return to the shadows where u belong.",Anti-Roseanne
" vachilly64 FOXTV Mary just told me Roseanne was cancelled for bad-mouthing Obama. I agree! BTW, need my Twitter break. TTYL!",UncNeut
"1A",UncNeut
"Roseanne cancelled: ABC scraps sitcom after actor's racist tweets https://t.co/phKlSfi39r",UncNeut
" bblizak She dones https://t.co/CFNaW9j5D8 ABC cancels 'Roseanne' after Roseanne Barr compares black Obama aide Jarrett to an ape",UncNeut
" Louzephyr76 therealroseanne MARS0411 385parkplace SGTreport I have friends...the fact that they're black doesn... https://t.co/4yuwN2YKYC",UncNeut
" DeadlyCyclone mitchellvii I'm sorry if the joke made you cry.  It was a joke. Roseanne I dont believe for one se... https://t.co/VwzaZhUTyB",UncNeut
" therealroseanne Goodbye don't let the door hit you on your way out you piece of shit racist loser now go away neve... https://t.co/8Kkt5Rolah",Anti-Roseanne
"TuesdayThoughts",UncNeut
" ABCNetwork Thank you ABCNetwork for doing the right thing, re: Roseanne.",Anti-Roseanne
" vol4life999 mehransharmini mojopo therealroseanne ChelseaClinton OpenSociety You must have a problem listenin... https://t.co/uXhBBIkSMk",UncNeut
" zoesaldana therealroseanne ABCNetwork RoseanneOnABC And that's the end of that.... https://t.co/kExgFj7BB7 I d... https://t.co/irNOkEuv5m",UncNeut
" JimmySmagula therealroseanne ABCNetwork Oh please",UncNeut
" mahoumelonball therealroseanne F off",Anti-Roseanne
" therealroseanne #FREESPEECH#BRINGBACKROSEANNE",Pro-Roseanne
" ABCNetwork screw you!!!! Bring back 'Roseanne'. Leftist TV networks only want to cancel the shows where the main c... https://t.co/ix3V8J8jRP",Pro-Roseanne
" realmikepacker Sarah_G_Barker EdKrassen therealroseanne Poor Mike he thinks he's bright but the world knows better.",UncNeut
" SAskew49 marthamaccallum therealroseanne RealCandaceO   how so? Apples and oranges.",UncNeut
"roseanne got cancelled https://t.co/enevqAMLEH",UncNeut
" therealroseanne As a comedian you should know what the definition of 'joke' is. What you said was no joke. Who can... https://t.co/4a73mo93xP",Anti-Roseanne
" AnthonyJMcGirr Dougmtintown TedNugent Her attempt to 'humanize' Trump supporters immediately reveals everything... https://t.co/oTLaXYkcUZ",Anti-Roseanne
" TwittaChicca Feisty_FL ABC therealroseanne ABC is dead to me. Fire Joy Behar.",Pro-Roseanne
